collection_time,amps,volts,watts
1682636561.64242,0.4127,5.339,2.203
1682636562.008192,0.4127,5.339,2.203
1682636562.307931,0.4127,5.339,2.203
1682636562.648392,0.4007,5.339,2.139
1682636562.952967,0.4007,5.339,2.139
1682636563.296747,0.4007,5.339,2.139
1682636563.621178,0.4007,5.339,2.139
1682636563.969434,0.3997,5.339,2.133
1682636564.403207,0.3997,5.339,2.133
1682636564.761975,0.3997,5.339,2.133
1682636565.066697,0.3997,5.339,2.133
1682636565.410514,0.4707,5.339,2.513
1682636565.724244,0.4707,5.339,2.513
1682636566.086719,0.4707,5.346,2.516
1682636566.569589,0.4707,5.346,2.516
1682636566.864248,0.6573,5.346,3.513
1682636567.196002,0.6573,5.346,3.513
1682636567.527141,0.6573,5.34,3.509
1682636567.846698,0.6573,5.34,3.509
1682636568.178147,0.6572,5.34,3.509
1682636568.523026,0.6572,5.34,3.509
1682636568.849552,0.6572,5.339,3.508
1682636569.329593,0.6572,5.339,3.508
1682636569.630051,0.5178,5.339,2.764
1682636569.92814,0.5178,5.339,2.764
1682636570.291776,0.5178,5.338,2.764
1682636570.629427,0.5178,5.338,2.764
1682636570.938712,0.7813,5.338,4.17
1682636571.334287,0.7813,5.338,4.17
1682636571.731682,0.7813,5.346,4.176
1682636572.077897,0.5078,5.346,2.714
1682636572.383133,0.5078,5.346,2.714
1682636572.749191,0.5078,5.345,2.714
1682636573.035444,0.5078,5.345,2.714
1682636573.404651,0.8113,5.345,4.336
1682636573.695457,0.8113,5.345,4.336
1682636574.069701,0.8113,5.338,4.33
1682636574.369585,0.8113,5.338,4.33
1682636574.67818,0.8185,5.338,4.369
1682636575.039212,0.8185,5.338,4.369
1682636575.336348,0.8185,5.349,4.378
1682636575.650534,0.8185,5.349,4.378
1682636576.100788,0.6402,5.349,3.424
1682636576.472443,0.6402,5.349,3.424
1682636576.787277,0.6402,5.341,3.419
1682636577.131423,0.6402,5.341,3.419
1682636577.475511,0.6722,5.341,3.59
1682636578.030351,0.6722,5.341,3.59
1682636578.423415,0.6722,5.347,3.594
1682636578.785481,0.7552,5.347,4.038
1682636579.222018,0.7552,5.347,4.038
1682636579.611713,0.7552,5.337,4.03
1682636580.059346,0.7552,5.337,4.03
1682636580.420596,1.038,5.337,5.539
1682636580.89412,1.038,5.337,5.539
1682636581.221671,1.038,5.344,5.547
1682636581.703771,1.038,5.344,5.547
1682636582.00053,0.6406,5.344,3.423
1682636582.335594,0.6406,5.344,3.423
1682636582.659559,0.6406,5.343,3.422
1682636582.999102,0.6406,5.343,3.422
1682636583.326289,0.7995,5.343,4.271
1682636583.810483,0.7995,5.343,4.271
1682636584.153453,0.7995,5.338,4.267
1682636584.609503,0.7995,5.338,4.267
1682636584.976031,0.714,5.338,3.811
1682636585.425119,0.714,5.338,3.811
1682636585.755654,0.714,5.343,3.814
1682636586.074747,0.714,5.343,3.814
1682636586.391809,0.674,5.343,3.601
1682636586.69205,0.674,5.343,3.601
1682636587.075586,0.674,5.349,3.605
1682636587.527202,0.674,5.349,3.605
1682636587.937729,0.745,5.349,3.985
1682636588.333158,0.745,5.349,3.985
1682636588.691979,0.745,5.341,3.979
1682636588.993401,0.745,5.341,3.979
1682636589.357106,0.7122,5.341,3.803
1682636589.84131,0.7122,5.341,3.803
1682636590.148246,0.7122,5.343,3.805
1682636590.450644,0.7122,5.343,3.805
1682636590.788381,0.64,5.343,3.419
1682636591.260613,0.64,5.343,3.419
1682636591.582222,0.64,5.335,3.414
1682636591.934408,0.64,5.335,3.414
1682636592.261697,0.908,5.335,4.844
1682636592.551993,0.908,5.335,4.844
1682636592.926623,0.908,5.339,4.847
1682636593.373579,0.908,5.339,4.847
