seconds,cpu,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice
1682632052.268072,cpu,210804,0,15751,502700,1939,0,827,0,0,0
1682632052.768273,cpu,210897,0,15751,502806,1939,0,827,0,0,0
1682632053.268380,cpu,210948,0,15754,502950,1939,0,827,0,0,0
1682632053.768526,cpu,211042,0,15755,503057,1939,0,827,0,0,0
1682632054.268629,cpu,211096,0,15758,503198,1939,0,827,0,0,0
1682632054.768884,cpu,211187,0,15759,503307,1939,0,827,0,0,0
1682632055.268952,cpu,211237,0,15766,503446,1939,0,828,0,0,0
1682632055.769139,cpu,211316,0,15766,503568,1939,0,828,0,0,0
1682632056.269220,cpu,211387,0,15770,503692,1939,0,828,0,0,0
1682632056.769401,cpu,211472,0,15770,503808,1939,0,828,0,0,0
1682632057.269507,cpu,211536,0,15774,503939,1939,0,829,0,0,0
1682632057.769715,cpu,211628,0,15775,504047,1939,0,829,0,0,0
1682632058.269886,cpu,211688,0,15778,504182,1939,0,829,0,0,0
1682632058.770044,cpu,211783,0,15778,504288,1939,0,829,0,0,0
1682632059.270195,cpu,211838,0,15784,504427,1939,0,830,0,0,0
1682632059.770339,cpu,211931,0,15784,504534,1939,0,830,0,0,0
1682632060.270482,cpu,211992,0,15788,504668,1939,0,830,0,0,0
1682632060.770618,cpu,212086,0,15788,504774,1939,0,830,0,0,0
1682632061.270723,cpu,212148,0,15793,504908,1939,0,831,0,0,0
1682632061.770965,cpu,212241,0,15793,505014,1939,0,831,0,0,0
1682632062.271079,cpu,212288,0,15796,505162,1939,0,832,0,0,0
1682632062.771258,cpu,212382,0,15796,505268,1939,0,832,0,0,0
1682632063.271349,cpu,212434,0,15800,505411,1939,0,832,0,0,0
1682632063.771524,cpu,212525,0,15800,505520,1939,0,832,0,0,0
1682632064.272789,cpu,212588,0,15803,505654,1939,0,832,0,0,0
1682632064.772911,cpu,212681,0,15803,505761,1939,0,832,0,0,0
1682632065.273027,cpu,212732,0,15805,505904,1939,0,832,0,0,0
1682632065.773228,cpu,212824,0,15806,506011,1939,0,832,0,0,0
1682632066.273552,cpu,212885,0,15809,506146,1939,0,833,0,0,0
1682632066.773666,cpu,212979,0,15810,506252,1939,0,833,0,0,0
1682632067.273700,cpu,213044,0,15814,506382,1939,0,833,0,0,0
1682632067.773994,cpu,213137,0,15814,506489,1939,0,833,0,0,0
