collection_time,amps,volts,watts
1682635638.785409,0.4027,5.338,2.149
1682635639.152616,0.4027,5.338,2.149
1682635639.453931,0.4027,5.338,2.149
1682635639.80747,0.4027,5.338,2.149
1682635640.10496,0.4027,5.338,2.149
1682635640.471386,0.4024,5.338,2.148
1682635640.897471,0.4024,5.338,2.148
1682635641.244983,0.4024,5.338,2.148
1682635641.545478,0.4024,5.338,2.148
1682635641.916318,0.4258,5.338,2.272
1682635642.216653,0.4258,5.338,2.272
1682635642.56664,0.4258,5.339,2.273
1682635642.872823,0.4258,5.339,2.273
1682635643.215054,0.6488,5.339,3.463
1682635643.517796,0.6488,5.339,3.463
1682635643.875667,0.6488,5.345,3.467
1682635644.326425,0.6488,5.345,3.467
1682635644.685004,0.6147,5.345,3.285
1682635644.986368,0.6147,5.345,3.285
1682635645.342546,0.6147,5.342,3.283
1682635645.826282,0.6147,5.342,3.283
1682635646.163884,0.5106,5.342,2.727
1682635646.608843,0.5106,5.342,2.727
1682635646.963777,0.5106,5.35,2.731
1682635647.293925,0.5106,5.35,2.731
1682635647.673218,0.6532,5.35,3.494
1682635648.043648,0.6532,5.35,3.494
1682635648.399664,0.6532,5.339,3.487
1682635648.707611,0.6532,5.339,3.487
1682635649.056411,0.8134,5.339,4.342
1682635649.354008,0.8134,5.339,4.342
1682635649.720341,0.8134,5.346,4.348
1682635650.023949,0.8134,5.346,4.348
1682635650.37257,0.7991,5.346,4.271
1682635650.835858,0.7991,5.346,4.271
1682635651.163836,0.7991,5.35,4.275
1682635651.469976,0.7991,5.35,4.275
1682635651.867721,0.6483,5.35,3.468
1682635652.282885,0.6483,5.35,3.468
1682635652.631382,0.6483,5.337,3.459
1682635652.934976,0.6483,5.337,3.459
1682635653.297443,1.1063,5.337,5.904
1682635653.604966,1.1063,5.337,5.904
1682635653.941454,1.1063,5.345,5.913
1682635654.239006,1.1063,5.345,5.913
1682635654.60265,0.8525,5.345,4.556
1682635655.051396,0.8525,5.345,4.556
1682635655.536338,0.8525,5.345,4.556
1682635655.886408,0.8525,5.345,4.556
1682635656.196412,0.6944,5.345,3.711
1682635656.545051,0.6944,5.345,3.711
1682635656.858475,0.6944,5.35,3.715
1682635657.166296,0.6944,5.35,3.715
1682635657.51385,0.8301,5.35,4.441
1682635657.924212,0.8301,5.35,4.441
1682635658.309081,0.8301,5.352,4.442
1682635658.671429,0.7903,5.352,4.229
1682635659.066586,0.7903,5.352,4.229
1682635659.462688,0.7903,5.349,4.227
1682635659.818849,0.7758,5.349,4.149
1682635660.157469,0.7758,5.349,4.149
1682635660.449797,0.7758,5.354,4.153
1682635660.770409,0.7758,5.354,4.153
1682635661.103736,0.7885,5.354,4.221
1682635661.478155,0.7885,5.354,4.221
1682635661.78406,0.7885,5.347,4.216
1682635662.095113,0.7885,5.347,4.216
1682635662.429588,0.7828,5.347,4.185
