seconds,cpu,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice
1682630313.530088,cpu,2448,0,2349,31747,1712,0,36,0,0,0
1682630314.029713,cpu,2486,0,2360,31883,1728,0,36,0,0,0
1682630314.529797,cpu,2502,0,2371,32019,1764,0,36,0,0,0
1682630315.029887,cpu,2537,0,2384,32144,1794,0,36,0,0,0
1682630315.530093,cpu,2620,0,2392,32250,1795,0,37,0,0,0
1682630316.030196,cpu,2638,0,2395,32425,1798,0,38,0,0,0
1682630316.530192,cpu,2638,0,2395,32625,1798,0,38,0,0,0
1682630317.030419,cpu,2700,0,2405,32752,1798,0,38,0,0,0
1682630317.530472,cpu,2783,0,2408,32866,1798,0,38,0,0,0
1682630318.030613,cpu,2837,0,2414,33004,1798,0,38,0,0,0
1682630318.530673,cpu,2921,0,2416,33116,1798,0,38,0,0,0
1682630319.030804,cpu,2989,0,2419,33245,1798,0,39,0,0,0
1682630319.530895,cpu,3077,0,2420,33355,1798,0,40,0,0,0
1682630320.031017,cpu,3140,0,2422,33489,1798,0,40,0,0,0
1682630320.531075,cpu,3224,0,2425,33601,1798,0,40,0,0,0
1682630321.031202,cpu,3285,0,2427,33736,1798,0,40,0,0,0
1682630321.531257,cpu,3367,0,2429,33850,1798,0,41,0,0,0
1682630322.031392,cpu,3424,0,2432,33989,1798,0,41,0,0,0
1682630322.531461,cpu,3510,0,2433,34102,1798,0,42,0,0,0
1682630323.031580,cpu,3568,0,2437,34239,1798,0,42,0,0,0
1682630323.531655,cpu,3652,0,2439,34352,1798,0,43,0,0,0
1682630324.031769,cpu,3715,0,2442,34486,1798,0,43,0,0,0
1682630324.531846,cpu,3799,0,2444,34599,1798,0,43,0,0,0
1682630325.031967,cpu,3857,0,2446,34738,1798,0,43,0,0,0
1682630325.532048,cpu,3946,0,2449,34846,1798,0,43,0,0,0
1682630326.032169,cpu,3998,0,2450,34991,1798,0,43,0,0,0
1682630326.532242,cpu,4089,0,2454,35098,1798,0,43,0,0,0
1682630327.032532,cpu,4147,0,2456,35239,1798,0,43,0,0,0
1682630327.532576,cpu,4232,0,2458,35350,1798,0,43,0,0,0
1682630328.032561,cpu,4297,0,2460,35484,1798,0,43,0,0,0
1682630328.532634,cpu,4382,0,2462,35597,1798,0,44,0,0,0
1682630329.032749,cpu,4446,0,2463,35730,1798,0,44,0,0,0
1682630329.532836,cpu,4527,0,2465,35844,1798,0,44,0,0,0
1682630330.032954,cpu,4588,0,2467,35980,1798,0,44,0,0,0
1682630330.533027,cpu,4668,0,2471,36096,1798,0,44,0,0,0
1682630331.033157,cpu,4723,0,2475,36235,1798,0,44,0,0,0
1682630331.533219,cpu,4809,0,2477,36346,1798,0,44,0,0,0
1682630332.033343,cpu,4870,0,2479,36483,1798,0,44,0,0,0
1682630332.533430,cpu,4956,0,2481,36594,1798,0,44,0,0,0
