collection_time,cpu_util,watts
1682320145.812065,44.10356331729888,2.2558
1682320145.912205,47.85356331729888,2.2448972012080928
1682320146.012207,51.44330690704246,2.237326124528995
1682320146.112389,53.42132888506444,2.2334
1682320146.21244,51.88286734660291,2.298358459055262
1682320146.312488,50.02760418870817,2.3421594136778547
1682320146.412553,44.66175053017158,2.3844
1682320146.512623,34.92490842490842,2.4333544083420273
1682320146.612695,25.401098901098898,2.480618388344548
1682320146.712765,17.9010989010989,2.5354
1682320146.812837,12.901098901098901,2.586486597148287
1682320146.912909,9.151098901098901,2.6472372443289887
1682320147.012982,5.561355311355311,2.7245
1682320147.113053,1.2756410256410255,2.764041465423645
1682320147.213125,0.25,2.8183418971791196
1682320147.313196,0.0,2.872641811457426
1682320147.413267,0.0,2.9135999999999997
1682320147.513338,0.0,2.9453031436567163
1682320147.613822,1.5,2.970858087686567
1682320147.71382,6.884615384615384,2.9903
1682320147.813994,12.884615384615383,3.0210285081008132
1682320147.914111,18.134615384615383,3.045893706100971
1682320148.014176,21.634615384615383,3.0669999999999997
1682320148.114266,21.634615384615383,3.086592143799845
1682320148.214392,21.634615384615383,3.1036246590006216
1682320148.314438,21.634615384615383,3.128
1682320148.41449,21.634615384615383,3.139521073550138
1682320148.514606,21.884615384615383,3.1598256685907793
1682320148.614663,20.384615384615383,3.189
1682320148.714772,15.0,3.2024644523103287
1682320148.814977,14.853658536585366,3.2264222461915506
1682320148.91509,15.353658536585366,3.2503580939150143
1682320149.015282,15.853658536585366,3.2725
1682320149.115338,20.0,3.2972318641717098
1682320149.215405,20.0,3.3202240993591596
1682320149.315487,20.25,3.3432197857566486
1682320149.415542,20.25,3.3560000000000003
1682320149.515931,22.5,3.327814223400192
1682320149.616284,28.653846153846153,3.308283146555729
1682320149.716446,34.26360225140713,3.2887892376459416
1682320149.81653,32.15994371482176,3.2661000000000002
1682320149.916487,27.909943714821758,3.2697956834658086
1682320150.016607,24.422764227642276,3.274229034054794
1682320150.116971,21.739837398373986,3.2805999999999997
1682320150.217505,27.529311082584513,3.2830310719221076
1682320150.317553,33.27931108258451,3.2872966675000206
1682320150.418173,38.157359863072315,3.291586649120445
1682320150.517545,38.657359863072315,3.2954
1682320150.617658,32.75351370922616,3.298731555673472
1682320150.717736,27.643757611665187,3.3017613962273904
1682320150.818328,24.643757611665187,3.304806791711515
1682320150.918197,28.893757611665183,3.3078303020223747
1682320151.018465,34.38093709884467,3.3101999999999996
1682320151.118715,37.7893173364932,3.3764853200110805
1682320151.218527,35.09508174752077,3.4306067027582006
1682320151.31867,29.095081747520773,3.4753999999999996
1682320151.418852,24.217032967032967,3.539620590970182
1682320151.519233,26.967032967032964,3.594383890003866
1682320151.619538,32.61446886446886,3.6406
1682320151.719735,36.16208791208791,3.6950173171273
1682320151.819515,38.30682475419317,3.7419113407169466
1682320151.919538,32.55682475419317,3.8057000000000003
1682320152.019662,26.556824754193173,3.8413129129913086
1682320152.119802,22.17283476044708,3.8966737841080823
1682320152.220191,20.82759666520899,3.9707999999999997
1682320152.320493,27.16906007984313,3.986626035086508
1682320152.420626,33.06649597727903,4.010417941246485
1682320152.520716,31.066495977279033,4.034199650583912
1682320152.620769,26.963931874714934,4.052899999999999
1682320152.720782,22.916312827095886,4.081311642025642
1682320152.821218,24.124140087554725,4.104824369017778
1682320152.921217,29.874140087554725,4.135
1682320153.02145,35.62414008755472,4.152781333148538
1682320153.121584,38.98248905565979,4.177741201837884
1682320153.221625,38.48248905565979,4.20267795249422
1682320153.322474,33.64102564102564,4.2169
1682320153.422258,33.79622132253711,4.210221853246115
1682320153.522537,36.29622132253711,4.205557602363392
1682320153.62285,38.75134952766532,4.200891776772988
1682320153.722701,40.50134952766532,4.1944
1682320153.822794,36.39878542510121,4.20012350787405
1682320153.923393,32.64878542510121,4.209660382231446
1682320154.023874,33.309041835357625,4.223
1682320154.123687,35.41526894158473,4.228611631878334
1682320154.223867,37.58632157316368,4.238046911447762
1682320154.323753,37.752988239830344,4.2516
1682320154.42385,31.963514555619817,4.250171482675316
1682320154.524321,27.463514555619817,4.247612291383038
1682320154.624449,29.311075531229573,4.245061839112677
1682320154.724469,32.56107553122958,4.2425
1682320154.824523,36.06107553122958,4.239466424365777
1682320154.924527,35.56107553122958,4.236417452933052
1682320155.024641,29.41397701571001,4.2334000000000005
1682320155.12521,24.711596063329054,4.194810334045497
1682320155.225233,27.63200684638425,4.156861816555735
1682320155.325648,31.715340179717582,4.100499999999999
1682320155.425846,36.06756690036536,4.078335432940955
1682320155.525607,36.81756690036536,4.035859715993849
1682320155.625877,30.720005924755604,3.9931673711442968
1682320155.725864,25.970005924755604,3.9676
1682320155.826561,28.323664461340968,3.9385856754835693
1682320155.926715,32.721100358776866,3.9179229802518316
1682320156.026891,37.3297373358349,3.8948
1682320156.126768,39.41307066916823,3.875032062762944
1682320156.226779,33.32160725453408,3.8525594341267992
1682320156.327385,28.0844277673546,3.822
1682320156.427564,29.322701688555345,3.8193389580210115
1682320156.527855,32.82270168855534,3.815219507800558
1682320156.628058,36.57270168855534,3.8111036712102426
1682320156.727854,38.69112274118692,3.8087000000000004
1682320156.827988,33.08746420460156,3.804494091945137
1682320156.928008,27.190028307165658,3.801519244498354
1682320157.028373,28.171891971956153,3.798534143236074
1682320157.128412,30.735994536058723,3.7954
1682320157.228672,34.235994536058726,3.7783336691470484
1682320157.328667,36.72317402323821,3.760355458795044
1682320157.428768,30.869515486652848,3.742358173259611
1682320157.528927,25.35732036470162,3.7311
1682320157.628941,21.863730621111877,3.702112282315251
1682320157.729148,23.4953095684803,3.680995162977867
1682320157.829501,29.2453095684803,3.6668
1682320157.929487,34.37351469668543,3.6632234239204857
1682320158.029552,32.622420262664164,3.6605320945704487
1682320158.129691,26.724984365228266,3.6572000000000005
1682320158.229725,23.46278924327705,3.6547938748556685
1682320158.330195,24.821763602251405,3.6516248778370857
1682320158.430147,30.821763602251405,3.6475999999999997
1682320158.530242,35.462163852407755,3.6698686970684036
1682320158.63031,39.20575359599749,3.7006296416938107
1682320158.730351,35.45575359599749,3.731382231270358
1682320158.830418,29.712163852407752,3.7619
1682320158.930847,26.583958724202624,3.7877881769701314
1682320159.030951,28.731394621638525,3.813391216473593
1682320159.131142,35.14165103189494,3.8390164523067956
1682320159.231219,39.40384615384615,3.8761999999999994
1682320159.331235,36.544871794871796,3.898851568636406
1682320159.431352,31.044871794871796,3.9403023184092283
1682320159.531836,27.166666666666668,3.9819050828577875
1682320159.631817,29.666666666666664,4.021
1682320159.732121,35.514227642276424,4.0772599549334725
1682320159.832263,39.00781738586617,4.130482005854273
1682320159.932193,38.54627892432771,4.1658
1682320160.032257,32.79627892432771,4.19732316773637
1682320160.132682,27.636022514071293,4.221029253083731
1682320160.232782,28.636022514071293,4.2512
1682320160.332966,33.13602251407129,4.272360082457824
1682320160.433195,36.48217636022514,4.301624125515871
1682320160.533182,37.23217636022514,4.3366
1682320160.633298,31.23217636022514,4.331663881476558
1682320160.733335,25.134615384615387,4.3255153330904115
1682320160.833781,26.99437148217636,4.319341653359362
1682320160.933758,31.705909943714822,4.3142000000000005
1682320161.034088,34.79565353345841,4.3056835342314175
1682320161.134089,36.62257661038149,4.298382709295604
1682320161.234203,30.872576610381493,4.2918
1682320161.334242,24.87257661038149,4.267319185811425
1682320161.434554,26.27642276422764,4.244992072370792
1682320161.534715,30.3739837398374,4.214499999999999
1682320161.634885,33.6239837398374,4.198639644645468
1682320161.734921,36.8739837398374,4.1735887170610795
1682320161.835004,31.75203252032521,4.1372
1682320161.935041,25.7520325203252,4.121769263463389
1682320162.035264,27.034083802376482,4.0935527334812285
1682320162.135494,30.207160725453406,4.065334256911167
1682320162.235615,35.207160725453406,4.0408
1682320162.335647,38.54049405878674,4.006427835566481
1682320162.435729,33.54049405878674,3.9759875546501937
1682320162.53578,27.930737961225766,3.9444000000000004
1682320162.635999,28.180737961225766,3.904488236716911
1682320162.736475,30.680737961225766,3.8628958087991108
1682320162.83657,35.94293308317698,3.8175
1682320162.936517,39.53908692933083,3.781625262547934
1682320163.036482,35.41729205753596,3.7419450336267186
1682320163.136605,29.667292057535956,3.6906
1682320163.237298,26.2057535959975,3.6636726354083287
1682320163.337196,29.122420262664168,3.6260314421621236
1682320163.437243,34.622420262664164,3.588334191788438
1682320163.537342,37.72435897435897,3.5594
1682320163.637311,35.26282051282051,3.5071885371554616
1682320163.737385,29.512820512820515,3.4648045203958096
1682320163.837951,25.512820512820515,3.4281999999999995
1682320163.938065,27.666666666666668,3.4198698994223644
1682320164.038093,32.03861788617886,3.412576872099895
1682320164.13822,35.12836147592245,3.4046999999999996
1682320164.238189,35.08989993746091,3.3983152041598936
1682320164.338369,29.096310193871165,3.391367260887003
1682320164.438928,24.11554096310194,3.3811999999999998
1682320164.539194,26.6796435272045,3.38520344444646
1682320164.639131,31.038617886178862,3.39258152615784
1682320164.739254,35.28861788617886,3.399973337283664
1682320164.839265,35.733739837398375,3.4074
1682320164.939384,29.99015009380863,3.4146952036165295
1682320165.040066,25.618198874296432,3.422074476468948
1682320165.139885,28.1260162601626,3.4293904920705
1682320165.24009,32.41548994437313,3.4335999999999998
1682320165.340249,36.5493235904019,3.4483639463165647
1682320165.440202,38.60060564168394,3.4586885770141094
1682320165.540378,32.69675948783779,3.4690362589846524
1682320165.640403,26.799323590401894,3.4787999999999997
1682320165.740752,27.93393897501728,3.4792588012929944
1682320165.841013,31.836377999407528,3.4796933734018407
1682320165.940931,35.7263092064119,3.4802999999999997
1682320166.040979,38.309642539745234,3.480626386182077
1682320166.141065,32.46208156413548,3.4811707404997585
1682320166.241084,26.672607879924954,3.4817147317338843
1682320166.341779,27.154158849280797,3.482
1682320166.441755,30.431207004377733,3.4827273349657486
1682320166.541851,33.770950594121324,3.483218515727478
1682320166.641847,37.429487179487175,3.4837000000000002
1682320166.741927,32.04487179487179,3.485129992950265
1682320166.841962,26.2037210756723,3.486533046921853
1682320166.942519,24.984208880550344,3.487943417487948
1682320167.042587,27.804721701063166,3.4898
1682320167.142835,33.70856785490932,3.4982095254957506
1682320167.243058,37.70856785490932,3.5106140934844188
1682320167.343048,34.08677298311445,3.522989831208687
1682320167.44313,28.489212007504694,3.5342999999999996
1682320167.543626,28.745622263914946,3.5510143822500684
1682320167.64356,30.94074421513446,3.5663108706438083
1682320167.743743,36.440744215134465,3.5788
1682320167.843895,40.33067542213884,3.5932955861375224
1682320167.943921,37.90384615384615,3.6055064089793345
1682320168.044027,32.006410256410255,3.6233000000000004
1682320168.144554,28.1025641025641,3.6223386510237585
1682320168.244624,30.602564102564106,3.620585532621485
1682320168.344841,34.48076923076923,3.618
1682320168.444969,37.73076923076923,3.6255813643519614
1682320168.544859,35.38461538461539,3.6399351186446207
1682320168.644966,29.78736710444027,3.6543200492687187
1682320168.745502,25.78736710444027,3.6642
1682320168.84557,28.141025641025642,3.682745723664153
1682320168.945751,32.256410256410255,3.696837141521514
1682320169.04622,35.58974358974359,3.7104
1682320169.145894,34.83974358974359,3.7357770049794374
1682320169.246026,28.83974358974359,3.7602761488588303
1682320169.346592,24.96153846153846,3.7848814597394913
1682320169.44654,27.527327935222672,3.8003
1682320169.546835,32.181174089068826,3.8258767211964084
1682320169.64705,35.92476383265857,3.844555326968372
1682320169.746968,35.96322537112011,3.8631786077491714
1682320169.8471,29.46322537112011,3.8902
1682320169.947119,24.847840755735493,3.9000550235981124
1682320170.047344,25.404438629406535,3.917956578297266
1682320170.147505,29.904438629406535,3.9445
1682320170.247591,34.904438629406535,3.9539614721839644
1682320170.34771,37.50059247556038,3.972305562644004
1682320170.447878,31.44121325828643,3.9988
1682320170.547905,25.28736710444028,4.001004186079009
1682320170.64842,25.811176628249804,4.004989471802269
1682320170.748193,30.17015098722416,4.008945330439904
1682320170.848304,34.64383519775048,4.0129145933844494
1682320170.948346,38.23357878749407,4.0149
1682320171.048441,34.33723732407943,4.0204704578986945
1682320171.148492,28.33723732407943,4.02418446526263
1682320171.248698,27.83723732407943,4.027904216507178
1682320171.348876,30.08864445353534,4.031000000000001
1682320171.448989,33.58223419712509,4.019538665623855
1682320171.549022,37.08223419712509,4.009730530824044
1682320171.649088,32.558424673315564,3.9986000000000006
1682320171.749157,26.660988775879662,3.9923624824661026
1682320171.849476,24.382426516572856,3.9851380577925757
1682320171.949649,26.946529080675425,3.97792415806819
1682320172.049734,32.33755472170107,3.970716593916777
1682320172.149823,35.99609130706692,3.9661999999999997
1682320172.249849,32.2781425891182,3.9341180506917692
1682320172.349963,26.4369918699187,3.91074165330138
1682320172.450434,24.882113821138212,3.8821999999999997
1682320172.550391,27.535959974984365,3.860571282363711
1682320172.650525,33.535959974984365,3.8328734792255164
1682320172.750683,37.285959974984365,3.7982
1682320172.850638,36.37288930581614,3.7913708354233266
1682320172.950684,30.21904315196998,3.7822318300581976
1682320173.050798,24.834427767354594,3.7730866394474116
1682320173.150936,21.175891181988742,3.7662
1682320173.251272,25.64383989993746,3.7528984051024046
1682320173.351463,31.541275797373356,3.7422440264627816
1682320173.451823,34.84615384615385,3.7342
1682320173.551417,31.94230769230769,3.73546459196155
1682320173.651537,26.19871794871795,3.7364830998388743
1682320173.751996,24.399937460913073,3.7379
1682320173.85196,29.459349593495933,3.7383905215433564
1682320173.952091,35.20934959349593,3.739193851852426
1682320174.052275,38.79909318323952,3.7399976067991654
1682320174.152163,40.29909318323952,3.7407989879830743
1682320174.252217,34.79909318323952,3.7415999999999996
1682320174.352298,28.645247029393367,3.7419865081688855
1682320174.452375,23.14524702939337,3.7423721838905846
1682320174.552838,21.14524702939337,3.742759348094008
1682320174.652784,27.388836772983115,3.7430999999999996
1682320174.752982,31.687617260787995,3.743503205077473
1682320174.853154,29.19230769230769,3.743864636101811
1682320174.953022,25.23717948717949,3.7442249703217643
1682320175.053077,21.391025641025642,3.7446000000000006
1682320175.153173,20.391025641025642,3.757867746540649
1682320175.253193,20.141025641025642,3.771660897606615
1682320175.35362,22.96153846153846,3.7855102058020704
1682320175.453822,28.858974358974358,3.7946
1682320175.553905,32.48702313946217,3.809903940134674
1682320175.653976,29.987023139462167,3.821301335391263
1682320175.753978,24.487023139462163,3.832690883072209
1682320175.854117,20.640869293308317,3.8446
1682320175.954131,18.845997498436525,3.8482701958208954
1682320176.054217,19.089899937460913,3.8521130678606967
1682320176.154316,18.589899937460913,3.8559564250746274
1682320176.254362,18.589899937460913,3.8584000000000005
1682320176.355099,17.61149238010599,3.864567135901474
1682320176.454909,18.055519897304237,3.8690555284582535
1682320176.555007,17.792855732201048,3.8722000000000003
1682320176.655211,17.695294756591288,3.858130766089025
1682320176.755051,18.227346038642573,3.847356851325271
1682320176.855242,18.477346038642573,3.8339
1682320176.955223,18.477346038642573,3.8271309485164755
1682320177.055299,18.477346038642573,3.818154936994672
1682320177.155329,18.477346038642573,3.809183052630345
1682320177.255406,18.477346038642573,3.8002069555715985
1682320177.355636,17.14806128830519,3.7956000000000003
1682320177.456037,16.997074064147235,3.7491378873758223
1682320177.556373,18.38168944876262,3.71790649506625
1682320177.656274,19.11339676583579,3.6866
1682320177.756223,19.882627535066558,3.650529612501182
1682320177.856348,19.632627535066558,3.614149615378196
1682320177.956392,19.632627535066558,3.5775999999999994
1682320178.056493,20.13872509604217,3.548555666241518
1682320178.156542,20.382627535066558,3.5193666519749898
1682320178.256807,25.132627535066558,3.4901146182179383
1682320178.35706,30.86980702224605,3.4705999999999997
1682320178.457257,29.929330831769857,3.421887977329854
1682320178.557109,27.519074421513444,3.3854702195906277
1682320178.657184,23.38492808005003,3.3636000000000004
1682320178.757707,21.58364602876798,3.357700993098185
1682320178.857649,27.481081926203878,3.3535088197172165
1682320178.957956,33.57864290181364,3.3484000000000003
1682320179.057852,36.24969553339258,3.3445053750388585
1682320179.157835,38.82630591488101,3.3395390937486122
1682320179.258096,34.07630591488101,3.3332
1682320179.35812,28.07630591488101,3.337679088906912
1682320179.458252,28.32630591488101,3.343851332940972
1682320179.558631,30.236562325137424,3.3500388024236663
1682320179.658768,33.48656232513743,3.3546
1682320179.758638,36.057075145650245,3.3633607387509645
1682320179.858778,30.647444126263128,3.370322844767491
1682320179.958806,24.79988315065337,3.3760000000000003
1682320180.059346,26.62883051907442,3.365871493198161
1682320180.159331,29.96216385240776,3.3573549734526518
1682320180.259439,34.59631019387117,3.3456
1682320180.359357,37.76094434021264,3.341455821372948
1682320180.459542,32.26094434021264,3.334761571371376
1682320180.559562,27.248749218261413,3.328078345536525
1682320180.659904,27.998749218261413,3.321373597087165
1682320180.760117,31.428236397748595,3.3152
1682320180.860284,36.190431519699814,3.328118398473514
1682320180.960144,39.530175109443405,3.3400645465001277
1682320181.060216,34.280175109443405,3.3552
1682320181.160253,28.126328955597252,3.36506981425448
1682320181.260527,27.24218261413383,3.378518605329741
1682320181.360879,29.779929420173325,3.3952
1682320181.46107,34.395314035557945,3.4297595476601686
1682320181.560971,37.75366300366301,3.4750879337984526
1682320181.660963,33.51682089839984,3.5204576440981747
1682320181.761048,27.523231154810105,3.561
1682320181.861226,24.956157984078395,3.603481932776812
1682320181.961407,27.866414394334804,3.641854216100341
1682320182.061522,32.116414394334804,3.6802012946941005
1682320182.161666,35.866414394334804,3.7268
1682320182.261701,33.14205541997583,3.7427392087109888
1682320182.36181,27.446084724005136,3.763060597569439
1682320182.462207,24.36916164708206,3.7834404987398447
1682320182.562275,26.86447121556236,3.8010000000000006
1682320182.662651,32.94277673545966,3.829685027734208
1682320182.762536,36.83270794246404,3.8548314172718143
1682320182.862532,35.68824265165728,3.8751999999999995
1682320182.962664,29.444652908067543,3.870591841989897
1682320183.063014,26.220293933708568,3.8667130839116006
1682320183.163059,28.720293933708568,3.8612
1682320183.263594,33.44465290806754,3.858494296140148
1682320183.363528,37.803627267041904,3.853828093324756
1682320183.463509,38.646118109532736,3.8471999999999995
1682320183.563654,32.56106495130885,3.8540499184986774
1682320183.663988,26.707406414723486,3.8658639736604403
1682320183.764146,28.45850084874475,3.877657282807726
1682320183.86428,32.872420262664164,3.8848999999999996
1682320183.964263,36.2057535959975,3.9002273977555557
1682320184.064255,38.00062539086929,3.9112847612926775
1682320184.1644,31.75062539086929,3.9226
1682320184.264424,26.00062539086929,3.9293618136327577
1682320184.364555,26.885240775484682,3.9362815872337826
1682320184.464668,30.504288394532296,3.943200141575639
1682320184.564848,34.15031716251229,3.9468999999999994
1682320184.66491,36.48302510497632,3.9602909888625786
1682320184.764992,30.835589207540426,3.9712000000000005
1682320184.865034,24.883208255159477,3.9477818052284444
1682320184.965403,26.293464665415883,3.9186237434357567
1682320185.065718,29.570512820512818,3.889481404269969
1682320185.165694,34.44856160100063,3.8698
1682320185.265687,38.03830519074422,3.8287217207411546
1682320185.365776,32.53830519074422,3.7976261503566615
1682320185.465798,26.79471544715447,3.7683999999999997
1682320185.566057,26.482020012507814,3.726713518756181
1682320185.666209,29.411507191994996,3.68740438710706
1682320185.76632,34.911507191995,3.6381
1682320185.866795,38.661507191995,3.605410616944122
1682320185.966599,34.411507191995,3.5618917237334995
1682320186.066669,28.570356472795492,3.5078000000000005
1682320186.166867,25.94230769230769,3.4986090010587096
1682320186.267045,28.3525641025641,3.48652853745903
1682320186.36716,33.4745153220763,3.4744556640948714
1682320186.46733,37.120544090056285,3.4653
1682320186.567323,34.81285178236398,3.447979215681367
1682320186.667405,29.31926203877423,3.4340262877821517
1682320186.767661,25.107723577235774,3.4228
1682320186.86785,27.786295005807197,3.425934487443666
1682320186.967995,31.651679621191818,3.4285520681605113
1682320187.068128,35.395269364781555,3.4319
1682320187.168108,34.42732064683285,3.4340034685681102
1682320187.268198,28.427320646832847,3.436926526680322
1682320187.368338,23.561779683730904,3.441
1682320187.468508,20.684981684981686,3.4448584929489643
1682320187.568679,25.74439381756455,3.4512126329614348
1682320187.668684,31.487983561154294,3.4575562318417594
1682320187.768821,34.09586348610739,3.4638
1682320187.868831,29.417292057535963,3.471447177914834
1682320187.968934,24.801907442151343,3.478973112890482
1682320188.068995,20.801907442151343,3.4866
1682320188.169262,25.019856160100062,3.483907830828359
1682320188.269352,31.269856160100062,3.481182770717089
1682320188.369616,35.26344590368981,3.4784529720256074
1682320188.469512,37.31472795497186,3.4769999999999994
1682320188.56965,31.46106941838649,3.4740036239060896
1682320188.669739,25.71106941838649,3.4719588251530253
1682320188.769942,27.314727954971858,3.469911698137715
1682320188.870068,31.755204145448044,3.4674
1682320188.970312,37.652640042883945,3.472161086938357
1682320189.070231,41.152640042883945,3.4783052147062175
1682320189.170344,35.902640042883945,3.4867
1682320189.270393,29.902640042883945,3.4907448077388112
1682320189.370641,30.402640042883945,3.497116160680357
1682320189.470873,33.423277941570625,3.5060000000000002
1682320189.570925,38.06367819172697,3.527768155004096
1682320189.670976,41.71611721611721,3.5637645440404695
1682320189.771057,35.96611721611721,3.599771741154687
1682320189.87111,30.263445903689806,3.6346000000000003
1682320189.971352,28.31337842730654,3.6802436246516743
1682320190.071454,30.667036963891906,3.72439251426011
1682320190.171682,34.77601132286627,3.7632000000000003
1682320190.271674,38.27601132286627,3.7870154606040245
1682320190.371724,33.52601132286627,3.808246505441259
1682320190.47186,27.928450347256508,3.8294958145220983
1682320190.572109,24.851527270333428,3.8403
1682320190.672184,27.359344656199596,3.8783540958119205
1682320190.772351,32.96910075376057,3.9038662151337937
1682320190.872451,36.231295875711794,3.9173999999999998
1682320190.972414,33.533927454659164,3.9423188051179876
1682320191.072492,27.936679174484055,3.9592921259021976
1682320191.172752,25.772826766729207,3.9725
1682320191.27283,28.272826766729207,3.992864325967606
1682320191.372941,33.27282676672921,4.009511878872043
1682320191.473229,36.362570356472794,4.0276
1682320191.573126,35.56128830519075,4.049792093818275
1682320191.673232,29.407442151344593,4.074095066103393
1682320191.773551,25.297686053783615,4.0984497265201
1682320191.87362,28.047686053783615,4.115
1682320191.973784,32.797686053783615,4.152847632568947
1682320192.073943,36.35079960689716,4.18155238447418
1682320192.173915,35.6941391941392,4.2024
1682320192.274103,30.175846511212363,4.218081845171057
1682320192.374406,25.688667024032878,4.230426671156283
1682320192.474873,28.098923434289286,4.2406999999999995
