seconds,cpu,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice
1682318366.608684,cpu,85436,32,21342,1041619,2556,0,848,0,0,0
1682318366.708225,cpu,85440,32,21345,1041651,2556,0,848,0,0,0
1682318366.808403,cpu,85450,32,21345,1041681,2556,0,848,0,0,0
1682318366.908405,cpu,85464,32,21350,1041702,2556,0,848,0,0,0
1682318367.008613,cpu,85480,32,21354,1041721,2556,0,848,0,0,0
1682318367.108662,cpu,85491,32,21362,1041743,2556,0,848,0,0,0
1682318367.208736,cpu,85491,32,21363,1041779,2556,0,849,0,0,0
1682318367.308780,cpu,85491,32,21363,1041818,2556,0,849,0,0,0
1682318367.408888,cpu,85492,32,21363,1041858,2556,0,849,0,0,0
1682318367.508960,cpu,85492,32,21363,1041898,2556,0,849,0,0,0
1682318367.609031,cpu,85492,32,21363,1041938,2556,0,849,0,0,0
1682318367.709110,cpu,85492,32,21363,1041978,2556,0,849,0,0,0
1682318367.809192,cpu,85492,32,21363,1042018,2556,0,849,0,0,0
1682318367.909250,cpu,85492,32,21363,1042058,2556,0,849,0,0,0
1682318368.009323,cpu,85492,32,21363,1042097,2556,0,849,0,0,0
1682318368.109401,cpu,85492,32,21363,1042137,2556,0,849,0,0,0
1682318368.209470,cpu,85492,32,21363,1042177,2556,0,849,0,0,0
1682318368.309540,cpu,85492,32,21363,1042217,2556,0,849,0,0,0
1682318368.409612,cpu,85492,32,21363,1042257,2556,0,849,0,0,0
1682318368.509683,cpu,85492,32,21363,1042297,2556,0,849,0,0,0
1682318368.609993,cpu,85494,32,21365,1042333,2556,0,849,0,0,0
1682318368.709968,cpu,85501,32,21369,1042360,2556,0,849,0,0,0
1682318368.810186,cpu,85501,32,21370,1042399,2556,0,849,0,0,0
1682318368.910137,cpu,85508,32,21372,1042428,2556,0,850,0,0,0
1682318369.010217,cpu,85508,32,21374,1042468,2556,0,850,0,0,0
1682318369.110384,cpu,85514,32,21379,1042495,2556,0,850,0,0,0
