frame_num,people_detected_count,processing_time
1,0,1.7784602642059326
2,0,1.0354669094085693
3,0,0.6792666912078857
4,1,0.5515732765197754
5,1,0.6500978469848633
6,0,0.562840461730957
7,0,0.7190513610839844
8,0,0.5050485134124756
9,0,0.4870336055755615
10,0,0.5396106243133545
11,0,0.5545547008514404
12,0,0.5540792942047119
13,0,0.579387903213501
14,0,0.5403282642364502
15,0,0.5616986751556396
16,0,0.6765098571777344
17,0,0.5466742515563965
18,0,0.5747971534729004
19,0,0.5628609657287598
20,0,0.5475983619689941
21,0,0.5810303688049316
22,0,0.5572071075439453
23,0,0.5515048503875732
24,0,0.5700416564941406
25,0,0.582211971282959
26,0,0.5483901500701904
27,0,0.5585105419158936
28,0,0.5543859004974365
29,0,0.5728185176849365
30,0,0.5546174049377441
31,0,0.579744815826416
32,0,0.5374412536621094
33,0,0.5725507736206055
34,0,0.5606131553649902
35,0,0.5547327995300293
36,0,0.6022233963012695
37,0,0.5502901077270508
38,0,0.5402252674102783
39,0,0.5921287536621094
40,1,0.549091100692749
41,1,0.6778123378753662
42,0,0.5174455642700195
43,0,0.7568235397338867
44,0,0.7230968475341797
45,0,0.964698314666748
46,1,0.9709999561309814
47,1,0.7861001491546631
48,1,0.52522873878479
49,1,0.5507481098175049
50,0,0.5628015995025635
51,0,0.5640077590942383
52,0,0.5627820491790771
53,0,0.5632884502410889
54,0,0.5602085590362549
55,1,0.5632915496826172
56,0,0.5649299621582031
57,1,0.5603506565093994
58,0,0.5626523494720459
59,0,0.5684330463409424
60,0,0.5667986869812012
61,0,0.5616843700408936
62,0,0.6584169864654541
63,0,0.5786323547363281
64,0,0.5427541732788086
65,0,0.5668084621429443
66,0,0.5574932098388672
67,0,0.5620901584625244
68,0,0.5501947402954102
69,0,0.5580735206604004
70,0,0.5679280757904053
71,1,0.5625004768371582
72,0,0.5688676834106445
73,0,0.560528039932251
74,0,0.5538010597229004
75,0,0.5600085258483887
76,0,0.5610404014587402
77,0,0.5658040046691895
78,0,0.5795831680297852
79,0,0.5432093143463135
80,0,0.5699825286865234
81,0,0.5636546611785889
82,0,0.549044132232666
83,0,0.5609726905822754
84,0,0.5748555660247803
85,0,0.5573775768280029
86,0,0.5559744834899902
87,0,0.5664618015289307
88,0,0.6622962951660156
89,1,0.5671117305755615
90,1,0.5594329833984375
91,0,0.5821609497070312
92,0,0.533297061920166
93,1,0.5722053050994873
94,1,0.6705594062805176
95,0,0.5314314365386963
96,0,0.5693655014038086
97,0,0.5611085891723633
98,0,0.5510072708129883
99,0,0.5650911331176758
100,0,0.53830885887146
101,0,0.56490159034729
102,1,0.568265438079834
103,1,0.6783552169799805
104,1,0.5350992679595947
105,1,0.5713579654693604
106,2,0.572136640548706
107,2,0.5476353168487549
108,2,0.5932722091674805
109,2,0.5410077571868896
110,1,0.5584194660186768
111,1,0.5622737407684326
112,0,0.5700631141662598
113,1,0.6484980583190918
114,1,0.5885295867919922
115,1,0.5684876441955566
116,1,0.5275857448577881
117,1,0.5714728832244873
118,1,0.5317075252532959
119,1,0.5625994205474854
120,1,0.5617516040802002
121,1,0.5605361461639404
122,1,0.5763857364654541
123,1,0.5579638481140137
124,0,0.5657358169555664
125,0,0.5730650424957275
126,0,0.5447738170623779
127,0,0.5540902614593506
128,0,0.5649263858795166
129,0,0.5577287673950195
130,1,0.5663440227508545
131,1,0.5571281909942627
132,1,0.6668112277984619
133,1,0.5581374168395996
134,1,0.5582504272460938
135,0,0.5745577812194824
136,0,0.6559576988220215
137,0,0.6845970153808594
138,0,0.7503757476806641
139,0,0.8533434867858887
140,0,1.1389734745025635
141,0,0.7927987575531006
142,0,0.5453104972839355
143,0,0.5203704833984375
144,1,0.4781627655029297
145,0,0.5582802295684814
146,0,0.5668399333953857
147,0,0.564619779586792
148,0,0.5723350048065186
149,0,0.534238338470459
150,0,0.55607008934021
151,0,0.5625433921813965
152,0,0.555682897567749
153,0,0.5596568584442139
154,0,0.5645194053649902
155,0,0.6801621913909912
156,0,0.5452768802642822
157,0,0.5579085350036621
158,0,0.5695276260375977
159,0,0.5562958717346191
160,0,0.5636324882507324
161,0,0.5598461627960205
162,1,0.5637040138244629
163,0,0.5532903671264648
164,0,0.5840573310852051
165,0,0.5410556793212891
166,0,0.6140596866607666
167,0,0.6205809116363525
168,0,0.555678129196167
169,0,0.5683135986328125
170,0,0.551666259765625
171,0,0.5704050064086914
172,0,0.5540425777435303
173,0,0.5567748546600342
174,0,0.5729508399963379
175,1,0.5564196109771729
176,0,0.566636323928833
177,0,0.5501132011413574
178,0,0.5632503032684326
179,0,0.5539238452911377
180,0,0.5556943416595459
181,0,0.575373649597168
182,0,0.5594532489776611
183,0,0.5698826313018799
184,0,0.5725538730621338
185,0,0.5630831718444824
186,0,0.6639833450317383
187,0,0.9058716297149658
188,0,0.8420100212097168
189,0,4.958391427993774
190,0,3.904677629470825
191,0,0.6022934913635254
192,0,0.6424658298492432
193,0,0.6393475532531738
194,0,0.5395011901855469
195,0,0.5389447212219238
196,0,0.5710740089416504
197,0,0.5462727546691895
198,0,0.5573780536651611
199,0,0.565406322479248
200,0,0.5600795745849609
201,0,0.550849199295044
202,0,0.5661001205444336
203,0,0.5635402202606201
204,0,0.5852224826812744
205,0,0.5296592712402344
206,0,0.6223149299621582
207,0,0.5708162784576416
208,0,0.5019781589508057
209,0,0.5577752590179443
210,0,0.5562360286712646
211,0,0.5607941150665283
212,0,0.5790317058563232
213,0,0.5286478996276855
214,0,0.5414760112762451
215,0,0.5570027828216553
216,0,0.5474948883056641
217,0,0.5693597793579102
218,0,0.6569044589996338
219,0,0.757882833480835
220,0,1.024040699005127
221,0,0.796541690826416
222,0,0.9669516086578369
223,0,0.5999472141265869
224,0,0.5501275062561035
225,0,0.5639526844024658
226,0,0.5607998371124268
227,0,0.5590779781341553
228,0,0.5559265613555908
229,0,0.5722103118896484
230,0,0.5619034767150879
231,0,0.6147036552429199
232,0,0.5335249900817871
233,0,0.5274691581726074
234,0,0.5642802715301514
235,0,0.5648448467254639
236,0,0.560173511505127
237,0,0.570643424987793
238,0,0.5634918212890625
239,0,0.5689523220062256
240,0,0.5484597682952881
241,0,0.5663416385650635
242,0,0.5666601657867432
243,0,0.5608091354370117
244,0,0.5556132793426514
245,0,0.6744318008422852
246,0,0.5472486019134521
247,0,0.571286678314209
248,0,0.66536545753479
249,0,0.5533206462860107
250,0,0.5642516613006592
251,0,0.5637786388397217
252,0,0.5635237693786621
253,0,0.5632994174957275
254,1,0.5639033317565918
255,0,0.5650534629821777
256,0,0.5731518268585205
257,0,0.5874536037445068
258,0,0.5563290119171143
259,0,0.5497119426727295
260,0,0.5341839790344238
261,0,0.5669887065887451
262,0,0.5602433681488037
263,0,0.5663707256317139
264,0,0.567711353302002
265,0,0.5586457252502441
266,0,0.5615627765655518
267,0,0.5669736862182617
268,0,0.5623157024383545
269,0,0.5517070293426514
270,0,0.8746254444122314
271,0,0.66282057762146
272,0,0.5483899116516113
273,0,0.4684014320373535
274,0,0.5724530220031738
275,0,0.5594043731689453
276,0,0.5715577602386475
277,0,0.5535647869110107
278,0,0.5626204013824463
279,0,0.5860888957977295
280,0,0.542600154876709
281,0,0.5738844871520996
282,0,0.5619196891784668
283,0,0.5600395202636719
284,0,0.5507264137268066
285,0,0.5827736854553223
286,0,0.5718481540679932
287,0,0.5351927280426025
288,0,0.502000093460083
289,0,0.5643310546875
290,0,0.5638360977172852
291,0,0.6704599857330322
292,0,0.5542776584625244
293,0,0.5658121109008789
294,0,0.5675146579742432
295,0,0.5536012649536133
296,0,0.568594217300415
297,0,0.5631532669067383
298,0,0.5713174343109131
299,0,0.5568561553955078
300,0,0.574500322341919
301,0,0.5453169345855713
302,0,0.558199405670166
303,0,0.5772771835327148
304,0,0.557889461517334
305,0,0.5771701335906982
306,0,0.5460402965545654
307,0,0.5744705200195312
308,0,0.5598673820495605
309,0,0.5659971237182617
310,0,0.5938370227813721
311,0,0.5820980072021484
312,0,0.5152604579925537
313,0,0.6528701782226562
314,0,0.7480874061584473
315,0,0.7930240631103516
316,0,0.7963540554046631
317,0,0.798370361328125
318,0,0.4758005142211914
319,0,0.5663988590240479
320,0,0.5601263046264648
321,0,0.5795884132385254
322,0,0.5565268993377686
323,0,0.5670685768127441
324,0,0.5677731037139893
325,0,0.5621304512023926
326,0,0.553142786026001
327,0,0.5571465492248535
328,0,0.5759589672088623
329,0,0.5466423034667969
330,0,0.5587737560272217
331,0,0.5604546070098877
332,0,0.5604045391082764
333,1,0.5638031959533691
334,1,0.5700609683990479
335,1,0.5463078022003174
336,0,0.5694835186004639
337,0,0.5549623966217041
338,1,0.5636200904846191
339,0,0.574674129486084
340,0,0.5498936176300049
341,0,0.5551071166992188
342,0,0.5626859664916992
343,0,0.5719962120056152
344,0,0.5129876136779785
345,0,0.5454723834991455
346,0,0.5896189212799072
347,0,0.5389647483825684
348,0,0.5636451244354248
349,0,0.5715639591217041
350,0,0.5500738620758057
351,0,0.5594789981842041
352,0,0.566678524017334
353,0,0.5867681503295898
354,0,0.5443291664123535
355,0,0.5675568580627441
356,0,0.5486323833465576
357,0,0.5637197494506836
358,0,0.5416851043701172
359,0,0.5658683776855469
360,0,0.6007120609283447
361,0,0.572460412979126
362,0,0.5091381072998047
363,0,0.7409694194793701
364,0,0.6217682361602783
365,0,0.5520362854003906
366,0,0.5650656223297119
367,0,0.563807487487793
368,0,0.8372399806976318
369,0,0.7042396068572998
370,0,0.7026188373565674
371,0,0.5741391181945801
372,0,0.6200618743896484
373,0,0.5259010791778564
374,0,0.5576181411743164
375,0,0.5665996074676514
376,1,0.5826156139373779
377,1,0.5525362491607666
378,0,0.5503649711608887
379,0,0.5668790340423584
380,0,0.5506556034088135
381,0,0.6695153713226318
382,0,0.5534508228302002
383,0,0.5920424461364746
384,0,0.542945384979248
385,0,0.6589703559875488
