Inter-|   Receive                                                |  Transmit
seconds  face |bytes    packets errs drop fifo frame compressed multicast|bytes    packets errs drop fifo colls carrier compressed
1682319448.685524  wlan0: 15345110  277761    0    0    0     0          0      3013 3369347960 2242115    0    0    0     0       0          0
1682319448.784748  wlan0: 15345162  277762    0    0    0     0          0      3013 3369348334 2242116    0    0    0     0       0          0
1682319448.884931  wlan0: 15345266  277764    0    0    0     0          0      3013 3369348866 2242118    0    0    0     0       0          0
1682319448.984976  wlan0: 15345370  277766    0    0    0     0          0      3013 3369349398 2242120    0    0    0     0       0          0
1682319449.085165  wlan0: 15345474  277768    0    0    0     0          0      3013 3369349930 2242122    0    0    0     0       0          0
1682319449.185214  wlan0: 15345578  277770    0    0    0     0          0      3013 3369350462 2242124    0    0    0     0       0          0
1682319449.285407  wlan0: 15345682  277772    0    0    0     0          0      3013 3369350994 2242126    0    0    0     0       0          0
1682319449.385532  wlan0: 15345734  277773    0    0    0     0          0      3013 3369351526 2242128    0    0    0     0       0          0
1682319449.485641  wlan0: 15345838  277775    0    0    0     0          0      3013 3369352058 2242130    0    0    0     0       0          0
1682319449.585695  wlan0: 15345890  277776    0    0    0     0          0      3013 3369352590 2242132    0    0    0     0       0          0
1682319449.685853  wlan0: 15345942  277777    0    0    0     0          0      3013 3369353122 2242134    0    0    0     0       0          0
1682319449.785999  wlan0: 15345994  277778    0    0    0     0          0      3013 3369353654 2242136    0    0    0     0       0          0
1682319449.886146  wlan0: 15346046  277779    0    0    0     0          0      3013 3369354186 2242138    0    0    0     0       0          0
1682319449.986174  wlan0: 15346098  277780    0    0    0     0          0      3013 3369354718 2242140    0    0    0     0       0          0
1682319450.086285  wlan0: 15346202  277782    0    0    0     0          0      3013 3369355250 2242142    0    0    0     0       0          0
1682319450.186423  wlan0: 15346306  277784    0    0    0     0          0      3013 3369355782 2242144    0    0    0     0       0          0
1682319450.286599  wlan0: 15346358  277785    0    0    0     0          0      3013 3369356314 2242146    0    0    0     0       0          0
1682319450.386729  wlan0: 15346410  277786    0    0    0     0          0      3013 3369356846 2242148    0    0    0     0       0          0
1682319450.486838  wlan0: 15346514  277788    0    0    0     0          0      3013 3369357378 2242150    0    0    0     0       0          0
1682319450.586963  wlan0: 15346566  277789    0    0    0     0          0      3013 3369357910 2242152    0    0    0     0       0          0
1682319450.687093  wlan0: 15346618  277790    0    0    0     0          0      3013 3369358442 2242154    0    0    0     0       0          0
1682319450.786924  wlan0: 15346670  277791    0    0    0     0          0      3013 3369358974 2242156    0    0    0     0       0          0
1682319450.887042  wlan0: 15346774  277793    0    0    0     0          0      3013 3369359506 2242158    0    0    0     0       0          0
1682319450.987164  wlan0: 15346826  277794    0    0    0     0          0      3013 3369360038 2242160    0    0    0     0       0          0
1682319451.087285  wlan0: 15346878  277795    0    0    0     0          0      3013 3369360570 2242162    0    0    0     0       0          0
1682319451.187416  wlan0: 15346930  277796    0    0    0     0          0      3013 3369361102 2242164    0    0    0     0       0          0
1682319451.287527  wlan0: 15346982  277797    0    0    0     0          0      3013 3369361634 2242166    0    0    0     0       0          0
1682319451.387646  wlan0: 15347034  277798    0    0    0     0          0      3013 3369362166 2242168    0    0    0     0       0          0
1682319451.487826  wlan0: 15347086  277799    0    0    0     0          0      3013 3369362698 2242170    0    0    0     0       0          0
1682319451.587923  wlan0: 15347138  277800    0    0    0     0          0      3013 3369363230 2242172    0    0    0     0       0          0
1682319451.688011  wlan0: 15347190  277801    0    0    0     0          0      3013 3369363762 2242174    0    0    0     0       0          0
1682319451.788142  wlan0: 15347242  277802    0    0    0     0          0      3013 3369364294 2242176    0    0    0     0       0          0
1682319451.888253  wlan0: 15347294  277803    0    0    0     0          0      3013 3369364826 2242178    0    0    0     0       0          0
1682319451.988374  wlan0: 15347346  277804    0    0    0     0          0      3013 3369365358 2242180    0    0    0     0       0          0
1682319452.088517  wlan0: 15347398  277805    0    0    0     0          0      3013 3369365890 2242182    0    0    0     0       0          0
1682319452.188640  wlan0: 15347450  277806    0    0    0     0          0      3013 3369366422 2242184    0    0    0     0       0          0
1682319452.288764  wlan0: 15347554  277808    0    0    0     0          0      3013 3369366954 2242186    0    0    0     0       0          0
1682319452.389218  wlan0: 15347606  277809    0    0    0     0          0      3013 3369367486 2242188    0    0    0     0       0          0
1682319452.489251  wlan0: 15347658  277810    0    0    0     0          0      3013 3369368018 2242190    0    0    0     0       0          0
1682319452.589373  wlan0: 15347710  277811    0    0    0     0          0      3013 3369368550 2242192    0    0    0     0       0          0
1682319452.689606  wlan0: 15347814  277813    0    0    0     0          0      3013 3369369082 2242194    0    0    0     0       0          0
1682319452.789720  wlan0: 15347866  277814    0    0    0     0          0      3013 3369369614 2242196    0    0    0     0       0          0
1682319452.889834  wlan0: 15347918  277815    0    0    0     0          0      3013 3369370146 2242198    0    0    0     0       0          0
1682319452.989961  wlan0: 15347970  277816    0    0    0     0          0      3013 3369370678 2242200    0    0    0     0       0          0
1682319453.090097  wlan0: 15348022  277817    0    0    0     0          0      3013 3369371210 2242202    0    0    0     0       0          0
1682319453.190198  wlan0: 15348126  277819    0    0    0     0          0      3013 3369371742 2242204    0    0    0     0       0          0
1682319453.290363  wlan0: 15348334  277822    0    0    0     0          0      3013 3369372514 2242208    0    0    0     0       0          0
1682319453.390486  wlan0: 15348386  277823    0    0    0     0          0      3013 3369373046 2242210    0    0    0     0       0          0
1682319453.490602  wlan0: 15348438  277824    0    0    0     0          0      3013 3369373578 2242212    0    0    0     0       0          0
1682319453.590757  wlan0: 15348542  277826    0    0    0     0          0      3013 3369374110 2242214    0    0    0     0       0          0
1682319453.690852  wlan0: 15348594  277827    0    0    0     0          0      3013 3369374642 2242216    0    0    0     0       0          0
1682319453.790972  wlan0: 15348646  277828    0    0    0     0          0      3013 3369375174 2242218    0    0    0     0       0          0
1682319453.891091  wlan0: 15348698  277829    0    0    0     0          0      3013 3369375706 2242220    0    0    0     0       0          0
1682319453.991224  wlan0: 15348802  277831    0    0    0     0          0      3013 3369376238 2242222    0    0    0     0       0          0
1682319454.091401  wlan0: 15348854  277832    0    0    0     0          0      3013 3369376770 2242224    0    0    0     0       0          0
1682319454.191410  wlan0: 15348918  277833    0    0    0     0          0      3013 3369377676 2242227    0    0    0     0       0          0
1682319454.291594  wlan0: 15348970  277834    0    0    0     0          0      3013 3369378208 2242229    0    0    0     0       0          0
