seconds cpu user nice system idle iowait irq softirq steal guest guest_nice
1682314001.334352 cpu  1737 0 1786 19219 1207 0 8 0 0 0
1682314001.433785 cpu  1737 0 1789 19248 1215 0 8 0 0 0
1682314001.533878 cpu  1737 0 1791 19277 1224 0 8 0 0 0
1682314001.634008 cpu  1739 0 1796 19307 1227 0 8 0 0 0
1682314001.734006 cpu  1747 0 1797 19337 1228 0 8 0 0 0
1682314001.834180 cpu  1756 0 1797 19367 1228 0 8 0 0 0
1682314001.934403 cpu  1761 0 1804 19393 1230 0 8 0 0 0
1682314002.034558 cpu  1790 0 1811 19398 1230 0 8 0 0 0
1682314002.134829 cpu  1825 0 1813 19400 1230 0 8 0 0 0
1682314002.235006 cpu  1854 0 1817 19407 1230 0 8 0 0 0
1682314002.335021 cpu  1872 0 1820 19423 1233 0 8 0 0 0
1682314002.435119 cpu  1873 0 1822 19452 1241 0 8 0 0 0
1682314002.535244 cpu  1873 0 1825 19482 1249 0 8 0 0 0
1682314002.635252 cpu  1873 0 1827 19512 1257 0 8 0 0 0
1682314002.735345 cpu  1873 0 1829 19542 1265 0 8 0 0 0
1682314002.835445 cpu  1873 0 1831 19572 1273 0 8 0 0 0
1682314002.935654 cpu  1873 0 1832 19602 1281 0 8 0 0 0
1682314003.035873 cpu  1878 0 1836 19630 1285 0 8 0 0 0
1682314003.136166 cpu  1893 0 1841 19651 1286 0 8 0 0 0
1682314003.236122 cpu  1930 0 1844 19652 1286 0 8 0 0 0
1682314003.336312 cpu  1950 0 1850 19665 1286 0 8 0 0 0
1682314003.436583 cpu  1985 0 1856 19665 1286 0 8 0 0 0
1682314003.536649 cpu  2016 0 1864 19666 1286 0 8 0 0 0
1682314003.636925 cpu  2034 0 1870 19683 1286 0 8 0 0 0
1682314003.737055 cpu  2072 0 1871 19683 1286 0 8 0 0 0
1682314003.837054 cpu  2082 0 1872 19713 1286 0 8 0 0 0
1682314003.937123 cpu  2092 0 1872 19743 1286 0 8 0 0 0
1682314004.037338 cpu  2100 0 1879 19766 1286 0 8 0 0 0
1682314004.137541 cpu  2128 0 1884 19773 1286 0 8 0 0 0
1682314004.237764 cpu  2162 0 1889 19774 1286 0 8 0 0 0
1682314004.337852 cpu  2192 0 1893 19779 1286 0 8 0 0 0
1682314004.437990 cpu  2230 0 1895 19779 1286 0 8 0 0 0
1682314004.538139 cpu  2240 0 1896 19808 1286 0 8 0 0 0
1682314004.638135 cpu  2250 0 1896 19838 1286 0 8 0 0 0
1682314004.738444 cpu  2265 0 1898 19861 1286 0 8 0 0 0
1682314004.838446 cpu  2293 0 1904 19865 1286 0 8 0 0 0
1682314004.938732 cpu  2330 0 1906 19866 1286 0 8 0 0 0
1682314005.038883 cpu  2368 0 1908 19866 1286 0 8 0 0 0
1682314005.138966 cpu  2400 0 1910 19873 1286 0 8 0 0 0
1682314005.238957 cpu  2410 0 1910 19903 1286 0 8 0 0 0
1682314005.339420 cpu  2420 0 1910 19932 1286 0 8 0 0 0
1682314005.439415 cpu  2437 0 1917 19948 1286 0 8 0 0 0
1682314005.539545 cpu  2471 0 1921 19950 1286 0 8 0 0 0
1682314005.639634 cpu  2505 0 1925 19953 1286 0 8 0 0 0
1682314005.739897 cpu  2539 0 1928 19957 1286 0 8 0 0 0
1682314005.839942 cpu  2568 0 1930 19967 1286 0 8 0 0 0
1682314005.939978 cpu  2578 0 1930 19997 1286 0 8 0 0 0
1682314006.040311 cpu  2588 0 1931 20025 1286 0 8 0 0 0
1682314006.140449 cpu  2612 0 1936 20037 1286 0 8 0 0 0
1682314006.240502 cpu  2649 0 1939 20037 1286 0 8 0 0 0
1682314006.340522 cpu  2681 0 1945 20039 1286 0 8 0 0 0
1682314006.441184 cpu  2714 0 1947 20043 1286 0 8 0 0 0
1682314006.541147 cpu  2737 0 1948 20060 1286 0 8 0 0 0
1682314006.641143 cpu  2747 0 1948 20090 1286 0 8 0 0 0
1682314006.741687 cpu  2761 0 1948 20116 1286 0 8 0 0 0
1682314006.841728 cpu  2792 0 1953 20121 1286 0 8 0 0 0
1682314006.942039 cpu  2829 0 1955 20121 1286 0 8 0 0 0
1682314007.041858 cpu  2862 0 1960 20125 1286 0 8 0 0 0
1682314007.142288 cpu  2894 0 1962 20129 1286 0 8 0 0 0
1682314007.242159 cpu  2910 0 1964 20152 1286 0 8 0 0 0
1682314007.342248 cpu  2920 0 1964 20182 1286 0 8 0 0 0
1682314007.442645 cpu  2936 0 1965 20204 1286 0 8 0 0 0
1682314007.542470 cpu  2970 0 1968 20206 1286 0 8 0 0 0
1682314007.642912 cpu  3001 0 1975 20209 1286 0 8 0 0 0
1682314007.742860 cpu  3023 0 1982 20219 1286 0 8 0 0 0
1682314007.843020 cpu  3062 0 1983 20219 1286 0 8 0 0 0
1682314007.943201 cpu  3073 0 1984 20248 1286 0 8 0 0 0
